doc_id,pdf_page,source,source_file,source_row,decision,accepted,before_table_numbers,proposed_table_numbers,after_table_numbers,evidence,updated_at,confirmation_source
1911_census_volume_ii_part_vi_religions,111,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,109,correct_match_from_candidates,True,50 | 51,50 | 51,50 | 51,"The page contains two distinct tables: the top table corresponds to Western Australia (Table 50) and the bottom table corresponds to Tasmania (Table 51). The previous metadata titles were incorrect, but the candidate table numbers 50 and 51 are correct for this content.",,
1911_census_volume_ii_part_vi_religions,112,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,110,boundary_confirmed,True,51 | 52,51 | 52,51 | 52,The page contains two complete tables (51 and 52) as identified in the original match.,,
1911_census_volume_ii_part_vi_religions,113,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,111,correct_match_from_candidates,True,51 | 52,51 | 52,51 | 52,"The page contains two distinct tables representing different subsets of the Tasmanian population (likely Male and Female, or similar) classified by religion. The previous assignment of 51 and 52 is correct based on the document structure.",,
1911_census_volume_ii_part_vi_religions,114,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,112,boundary_confirmed,True,52 | 53,52 | 53,52 | 53,Page contains two distinct tables (52 and 53) as identified in the candidate set.,,
1911_census_volume_ii_part_vi_religions,115,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,113,boundary_confirmed,True,52 | 53,52 | 53,52 | 53,Page contains the continuation of Table 52 (Municipalities of Tasmania) and the start of Table 53 (Northern Territory).,,
1911_census_volume_ii_part_vi_religions,116,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,114,boundary_confirmed,True,54 | 55,54 | 55,54 | 55,The page contains two complete tables (54 and 55) as identified in the candidate set.,,
1911_census_volume_ii_part_vi_religions,119,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,115,non_table_confirmed,True,,,,"This is a title page for Part VII of the census report, not a data table.",,
1911_census_volume_ii_part_vii_blindness_and_deaf_mutism,32,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,116,non_table_confirmed,True,,,,The page is blank.,,
1911_census_volume_ii_part_viii_non_european_races,7,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,117,boundary_confirmed,True,1 | 2,1 | 2,1 | 2,The page contains two complete tables (1 and 2) as identified in the candidate set.,,
1911_census_volume_ii_part_viii_non_european_races,8,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,118,boundary_confirmed,True,3 | 4,3 | 4,3 | 4,The page contains two complete tables (3 and 4) as indicated by the headers and data blocks.,,
1911_census_volume_ii_part_viii_non_european_races,9,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,119,boundary_confirmed,True,4 | 5,4 | 5,4 | 5,The page contains the continuation of Table 4 and the entirety of Table 5. Both are present in the candidate list.,,
1911_census_volume_ii_part_viii_non_european_races,10,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,120,boundary_confirmed,True,6 | 7,6 | 7,6 | 7,The page contains two complete tables (6 and 7) as identified by their respective headers.,,
1911_census_volume_ii_part_viii_non_european_races,11,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,121,boundary_confirmed,True,6 | 7,6 | 7,6 | 7,"The page contains two distinct tables: the top table corresponds to Table 6 (Males) and the bottom table corresponds to Table 7 (Females), as indicated by the metadata and the structure of the census document.",,
1911_census_volume_ii_part_viii_non_european_races,12,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,122,boundary_confirmed,True,8 | 9,8 | 9,8 | 9,Page contains two complete tables (8 and 9) as indicated by their respective headers.,,
1911_census_volume_ii_part_viii_non_european_races,13,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,123,boundary_confirmed,True,8 | 9,8 | 9,8 | 9,"The page contains two distinct tables: the top table (Table 8) classifies non-European race by race and age, and the bottom table (Table 9) classifies non-European race by state/territory and age.",,
1911_census_volume_ii_part_viii_non_european_races,14,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,124,boundary_confirmed,True,10 | 11,10 | 11,10 | 11,The page contains two complete tables (10 and 11) as indicated by their respective headers.,,
1911_census_volume_ii_part_viii_non_european_races,15,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,125,accept_current_match,True,10 | 11,10 | 11,10 | 11,"The page contains two distinct tables, both correctly identified as 10 and 11 from the candidate list.",,
1911_census_volume_ii_part_viii_non_european_races,16,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,126,accept_current_match,True,12 | 13,12 | 13,12 | 13,The page contains two complete tables (12 and 13) as identified by the headers.,,
1911_census_volume_ii_part_viii_non_european_races,18,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,127,boundary_confirmed,True,14 | 15,14 | 15,14 | 15,The page contains the complete tables 14 and 15. The assignment is correct.,,
1911_census_volume_ii_part_viii_non_european_races,19,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,128,accept_current_match,True,14 | 15,14 | 15,14 | 15,The page contains two distinct tables corresponding to New South Wales (Table 14) and Victoria (Table 15). The assignment is correct.,,
1911_census_volume_ii_part_viii_non_european_races,20,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,129,accept_current_match,True,16 | 17,16 | 17,16 | 17,The page contains two complete tables (16 and 17) as identified by the original match.,,
1911_census_volume_ii_part_viii_non_european_races,22,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,130,accept_current_match,True,18 | 19,18 | 19,18 | 19,The page contains two complete tables (18 and 19) as identified by the previous model. The assignment is correct.,,
1911_census_volume_ii_part_viii_non_european_races,23,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,131,candidate_set_wrong,False,18 | 19 | 20,,18 | 19 | 20,"The page contains data for Queensland (Males and Females), but the candidate table numbers (17-20) do not match the actual content of this page, which appears to be a continuation of tables for Queensland. The candidate set provided is incorrect for this page.",,
1911_census_volume_ii_part_viii_non_european_races,24,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,132,boundary_confirmed,True,20 | 21,20 | 21,20 | 21,The page contains two complete tables (20 and 21) as identified by the original match.,,
1911_census_volume_ii_part_viii_non_european_races,25,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,133,candidate_set_wrong,False,,,,"The page contains two tables, but they are not numbered in the document. The provided candidate table numbers (19-22) do not appear on this page. The tables present are for specific states/territories not identified by number here.",,
1911_census_volume_ii_part_viii_non_european_races,26,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,134,accept_current_match,True,22 | 23,22 | 23,22 | 23,The page contains two complete tables (22 and 23) as identified in the original match.,,
1911_census_volume_ii_part_viii_non_european_races,28,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,135,accept_current_match,True,24 | 25,24 | 25,24 | 25,The page contains two complete tables (24 and 25) as identified by the original match.,,
1911_census_volume_ii_part_viii_non_european_races,30,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,136,boundary_confirmed,True,26 | 27,26 | 27,26 | 27,The page contains two distinct tables (26 and 27) as identified by their headers. The assignment is correct.,,
1911_census_volume_ii_part_viii_non_european_races,31,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,137,boundary_confirmed,True,26 | 27,26 | 27,26 | 27,The page contains two distinct tables corresponding to Western Australia (Table 26) and Tasmania (Table 27) as identified in the metadata.,,
1911_census_volume_ii_part_viii_non_european_races,32,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,138,boundary_confirmed,True,28 | 29,28 | 29,28 | 29,Page contains two distinct tables (28 and 29) as identified in the original match.,,
1911_census_volume_ii_part_viii_non_european_races,34,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,139,boundary_confirmed,True,30 | 31,30 | 31,30 | 31,The page contains two complete tables (30 and 31) as identified in the original match.,,
1911_census_volume_ii_part_viii_non_european_races,36,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,140,accept_current_match,True,32 | 33,32 | 33,32 | 33,The page contains two distinct tables (32 and 33) as identified in the original match.,,
1911_census_volume_ii_part_viii_non_european_races,37,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,141,accept_current_match,True,32 | 33,32 | 33,32 | 33,The page contains two distinct tables corresponding to the previously matched table numbers 32 and 33. The assignment is correct.,,
1911_census_volume_ii_part_viii_non_european_races,50,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,142,boundary_confirmed,True,40 | 41,40 | 41,40 | 41,The page contains two complete tables (40 and 41) as identified.,,
1911_census_volume_ii_part_viii_non_european_races,52,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,143,boundary_confirmed,True,41 | 42,41 | 42,41 | 42,The page contains two complete tables (41 and 42) as identified in the candidate set.,,
1911_census_volume_ii_part_viii_non_european_races,54,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,144,boundary_confirmed,True,43 | 44,43 | 44,43 | 44,The page contains the complete table 43 and the start of table 44. Assignment is correct.,,
1911_census_volume_ii_part_viii_non_european_races,56,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,145,boundary_confirmed,True,44 | 45,44 | 45,44 | 45,The page contains two distinct tables (44 and 45) as indicated by their respective headers.,,
1911_census_volume_ii_part_viii_non_european_races,57,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,146,candidate_set_wrong,False,,,,"The page contains tables for 'European Race Enumerated', which are not included in the provided candidate list (44, 45, 46). The candidate set is incorrect for this page.",,
1911_census_volume_ii_part_viii_non_european_races,58,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,147,boundary_confirmed,True,46 | 47,46 | 47,46 | 47,The page contains two complete tables (46 and 47) as identified by the model.,,
1911_census_volume_ii_part_viii_non_european_races,60,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,148,accept_current_match,True,47 | 48,47 | 48,47 | 48,The page contains the completion of Table 47 and the entirety of Table 48. Both are correctly identified in the candidate set.,,
1911_census_volume_ii_part_viii_non_european_races,62,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,149,accept_current_match,True,49 | 50,49 | 50,49 | 50,The page contains two distinct tables (49 and 50) as identified by their respective headers.,,
1911_census_volume_ii_part_viii_non_european_races,64,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,150,boundary_confirmed,True,50 | 51,50 | 51,50 | 51,The page contains two complete tables (50 and 51) as identified by their headers.,,
1911_census_volume_ii_part_viii_non_european_races,65,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,151,boundary_confirmed,True,51 | 52,51 | 52,51 | 52,"The page contains two distinct table sections representing continuations of data for non-European races, corresponding to tables 51 and 52.",,
1911_census_volume_ii_part_viii_non_european_races,66,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,152,boundary_confirmed,True,52 | 53,52 | 53,52 | 53,The page contains the complete table 52 and the start of table 53. Assignment is correct.,,
1911_census_volume_ii_part_viii_non_european_races,68,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,153,boundary_confirmed,True,53 | 54,53 | 54,53 | 54,The page contains two distinct tables (53 and 54) as identified by their headers.,,
1911_census_volume_ii_part_viii_non_european_races,70,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,154,accept_current_match,True,55 | 56,55 | 56,55 | 56,The page contains two complete tables (55 and 56) as identified by the original match.,,
1911_census_volume_ii_part_viii_non_european_races,72,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,155,accept_current_match,True,57 | 58,57 | 58,57 | 58,The page contains two complete tables (57 and 58) as identified in the original match.,,
1911_census_volume_ii_part_viii_non_european_races,73,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,156,candidate_set_wrong,False,58 | 59,,58 | 59,"The page contains tables for 'European Race' and 'Non-European Race' (full-blooded Aboriginals), which do not correspond to the candidate table numbers (56-59) provided for the Northern Territory. The candidate set is incorrect for this page.",,
1911_census_volume_ii_part_viii_non_european_races,74,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,157,accept_current_match,True,59 | 60,59 | 60,59 | 60,Page contains two complete tables (59 and 60) as identified.,,
1911_census_volume_ii_part_viii_non_european_races,75,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,158,accept_current_match,True,59 | 60,59 | 60,59 | 60,"The page contains two distinct tables, corresponding to the previously matched tables 59 and 60.",,
1911_census_volume_ii_part_viii_non_european_races,85,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,159,accept_current_match,True,65 | 66,65 | 66,65 | 66,The page contains the continuation of Table 65 and the start of Table 66. Both are correctly identified and present in the candidate list.,,
1911_census_volume_ii_part_viii_non_european_races,86,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,160,boundary_confirmed,True,66 | 67,66 | 67,66 | 67,The page contains the continuation of Table 66 and the start of Table 67. Both are correctly identified and present in the candidate list.,,
1911_census_volume_ii_part_viii_non_european_races,95,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,161,correct_match_from_candidates,True,,74 | 75,74 | 75,"The page contains the end of a table (likely 73, though not explicitly labeled as such) and clearly labeled rows for Birthplace 74 and 75. The candidate set includes 74 and 75, which are present.",,
1911_census_volume_ii_part_viii_non_european_races,101,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,162,candidate_set_wrong,False,,,,"The page contains a table regarding 'Half-caste' populations classified by birthplace. None of the provided candidate table numbers (76, 77, 78) match this content.",,
1911_census_volume_ii_part_viii_non_european_races,103,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,163,candidate_set_wrong,False,,,,"The page contains a table regarding 'Half-Caste' populations, which is not represented in the provided candidate list (77, 78, 79). The candidate set is incomplete.",,
1911_census_volume_ii_part_viii_non_european_races,105,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,164,candidate_set_wrong,False,,,,"The page contains a table regarding European race enumeration and birthplace, which does not correspond to the provided candidate tables (78, 79, 80) which are for Non-European races. The candidate set is incorrect for this page.",,
1911_census_volume_ii_part_viii_non_european_races,112,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,165,boundary_confirmed,True,83 | 84,83 | 84,83 | 84,Page contains two complete tables (83 and 84) as identified in the candidate set.,,
1911_census_volume_ii_part_viii_non_european_races,113,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,166,candidate_set_wrong,False,,,,"The page contains two distinct tables regarding non-European and European race enumeration by birthplace and half-caste status. These tables are not numbered in the document and do not correspond to the provided candidate set (82, 83, 84).",,
1911_census_volume_ii_part_viii_non_european_races,114,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,167,accept_current_match,True,85 | 86,85 | 86,85 | 86,The page contains two complete tables (85 and 86) as identified by their respective headers.,,
1911_census_volume_ii_part_viii_non_european_races,116,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,168,accept_current_match,True,87 | 88,87 | 88,87 | 88,The page contains two complete tables (87 and 88) as identified by the original match.,,
1911_census_volume_ii_part_viii_non_european_races,117,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,169,correct_match_from_candidates,True,,87,87,"The page contains Table 87, which is explicitly titled 'NON-EUROPEAN RACE ENUMERATED'. The candidate list includes 87.",,
1911_census_volume_ii_part_viii_non_european_races,132,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,170,boundary_confirmed,True,89 | 90,89 | 90,89 | 90,The page contains the conclusion of Table 89 and the start of Table 90. Assignment is correct.,,
1911_census_volume_ii_part_viii_non_european_races,157,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,171,candidate_set_wrong,False,,,,"The page contains a table titled 'EUROPEAN RACE ENUMERATED', which is not represented in the candidate set (101, 102, 103). The candidate set is insufficient for this document.",,
1911_census_volume_ii_part_viii_non_european_races,176,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,172,accept_current_match,True,112 | 113,112 | 113,112 | 113,The page contains two complete tables (112 and 113) as identified in the original match.,,
1911_census_volume_ii_part_viii_non_european_races,177,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,173,boundary_confirmed,True,113 | 114,113 | 114,113 | 114,The page contains the continuation of a table (implied 113 based on context and previous pages) and the start of table 114.,,
1911_census_volume_iii_part_ix_conjugal_condition,3,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,174,accept_current_match,True,1 | 2,1 | 2,1 | 2,"The page contains two distinct tables, numbered 1 and 2, which match the candidate set and the original assignment.",,
1911_census_volume_iii_part_ix_conjugal_condition,17,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,175,boundary_confirmed,True,9 | 10,9 | 10,9 | 10,The page contains the continuation of Table 9 and the start of Table 10. Both are correctly identified in the candidate set.,,
1911_census_volume_iii_part_ix_conjugal_condition,18,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,176,boundary_confirmed,True,10 | 11,10 | 11,10 | 11,The page contains the continuation of Table 10 and the start of Table 11. Both are present in the candidate list.,,
1911_census_volume_iii_part_ix_conjugal_condition,20,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,177,accept_current_match,True,13 | 14,13 | 14,13 | 14,The page contains two complete tables (13 and 14) as identified by the original match.,,
1911_census_volume_iii_part_ix_conjugal_condition,21,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,178,boundary_confirmed,True,14 | 15 | 16,14 | 15 | 16,14 | 15 | 16,"The page contains the continuation of Table 14, the entirety of Table 15, and the entirety of Table 16.",,
1911_census_volume_iii_part_ix_conjugal_condition,28,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,179,non_table_confirmed,True,,,,The page is blank.,,
1911_census_volume_iii_part_x_families,4,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,180,boundary_confirmed,True,1 | 2,1 | 2,1 | 2,The page contains two complete tables (1 and 2) as indicated by the headers and content.,,
1911_census_volume_iii_part_x_families,5,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,181,boundary_confirmed,True,1 | 2,1 | 2,1 | 2,The page contains two distinct tables: Table 1 (Ages) and Table 2 (Religions). Both are correctly identified and assigned.,,
1911_census_volume_iii_part_x_families,34,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,182,accept_current_match,True,7 | 8,7 | 8,7 | 8,The page contains two complete tables (7 and 8) as identified in the original match.,,
1911_census_volume_iii_part_x_families,35,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,183,accept_current_match,True,7 | 8,7 | 8,7 | 8,The page contains two distinct tables: Table 7 (Husbands) and Table 8 (Wives). The original match is correct.,,
1911_census_volume_iii_part_x_families,36,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,184,boundary_confirmed,True,9 | 10,9 | 10,9 | 10,The page contains two complete tables (9 and 10) as identified by their respective headers.,,
1911_census_volume_iii_part_x_families,37,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,185,boundary_confirmed,True,9 | 10,9 | 10,9 | 10,The page contains two distinct tables: Table 9 (Religions and Issue of Wives) and Table 10 (Birthplaces and Issue of Wives). Both are correctly identified and present in the candidate list.,,
1911_census_volume_iii_part_x_families,38,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,186,boundary_confirmed,True,10 | 11,10 | 11,10 | 11,The page contains two complete tables (10 and 11) as indicated by the headers and data blocks.,,
1911_census_volume_iii_part_x_families,60,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,187,boundary_confirmed,True,16 | 17,16 | 17,16 | 17,The page contains the completion of Table 16 and the start of Table 17. Both are correctly identified and present in the candidate list.,,
1911_census_volume_iii_part_x_families,82,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,188,accept_current_match,True,18 | 19,18 | 19,18 | 19,The page contains the complete table 18 and the start of table 19. Both are correctly identified from the candidate set.,,
1911_census_volume_iii_part_x_families,83,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,189,correct_match_from_candidates,True,18 | 19,18 | 19,18 | 19,The page contains multiple tables (Commonwealth and States/Territories) corresponding to tables 18 and 19 as identified in the metadata.,,
1911_census_volume_iii_part_x_families,104,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,190,non_table_confirmed,True,,,,The provided page image is completely blank.,,
1911_census_volume_iii_part_xi_life_tables,4,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,191,boundary_confirmed,True,1 | 2,1 | 2,1 | 2,The page contains the continuation of Table 1 and the start of Table 2. Both are correctly identified in the candidate set.,,
1911_census_volume_iii_part_xi_life_tables,6,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,192,boundary_confirmed,True,2 | 3,2 | 3,2 | 3,The page contains the continuation of Table 2 and the start of Table 3. Both are present in the candidate list.,,
1911_census_volume_iii_part_xi_life_tables,9,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,193,accept_current_match,True,4 | 5,4 | 5,4 | 5,The page contains the continuation of Table 4 and the start of Table 5. Both are present in the candidate list.,,
1911_census_volume_iii_part_xi_life_tables,11,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,194,accept_current_match,True,5 | 6,5 | 6,5 | 6,Page contains the continuation of Table 5 and the start of Table 6.,,
1911_census_volume_iii_part_xi_life_tables,14,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,195,boundary_confirmed,True,7 | 8,7 | 8,7 | 8,The page contains the continuation of Table 7 and the start of Table 8. Both are present in the candidate list.,,
1911_census_volume_iii_part_xi_life_tables,16,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,196,boundary_confirmed,True,8 | 9,8 | 9,8 | 9,The page contains the continuation of Table 8 and the start of Table 9. Both are present in the candidate list.,,
1911_census_volume_iii_part_xi_life_tables,19,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,197,boundary_confirmed,True,10 | 11,10 | 11,10 | 11,The page contains the continuation of Table 10 and the start of Table 11. Both are present in the candidate list.,,
1911_census_volume_iii_part_xi_life_tables,21,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,198,accept_current_match,True,11 | 12,11 | 12,11 | 12,The page contains the continuation of Table 11 and the start of Table 12. Both are present in the candidate list.,,
1911_census_volume_iii_part_xi_life_tables,24,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,199,boundary_confirmed,True,13 | 14,13 | 14,13 | 14,The page contains the continuation of Table 13 and the start of Table 14. Both are present in the candidate list.,,
1911_census_volume_iii_part_xi_life_tables,26,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,200,boundary_confirmed,True,14 | 15,14 | 15,14 | 15,The page contains the continuation of Table 14 and the start of Table 15. Both are present in the candidate list.,,
1911_census_volume_iii_part_xi_life_tables,29,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,201,boundary_confirmed,True,16 | 17,16 | 17,16 | 17,The page contains the continuation of Table 16 and the start of Table 17. Both are correctly identified in the candidate set.,,
1911_census_volume_iii_part_xi_life_tables,34,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,202,boundary_confirmed,True,19 | 20,19 | 20,19 | 20,The page contains the continuation of Table 19 and the start of Table 20. Both are correctly identified in the candidate set.,,
1911_census_volume_iii_part_xi_life_tables,36,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,203,boundary_confirmed,True,20 | 21,20 | 21,20 | 21,The page contains the continuation of Table 20 and the start of Table 21. Both are present in the candidate list.,,
1911_census_volume_iii_part_xi_life_tables,39,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,204,boundary_confirmed,True,22 | 23,22 | 23,22 | 23,The page contains the continuation of Table 22 and the start of Table 23. Both are present in the candidate list.,,
1911_census_volume_iii_part_xi_life_tables,41,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,205,boundary_confirmed,True,23 | 24,23 | 24,23 | 24,The page contains the continuation of Table 23 and the start of Table 24. Both are correctly identified in the candidate set.,,
1911_census_volume_iii_part_xi_life_tables,44,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,206,accept_current_match,True,25 | 26,25 | 26,25 | 26,The page contains the continuation of Table 25 and the start of Table 26. Both are correctly identified in the candidate set.,,
1911_census_volume_iii_part_xi_life_tables,46,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,207,correct_match_from_candidates,True,27,26 | 27,26 | 27,The page contains the continuation of Table 26 and the start of Table 27. Both are present in the candidate list.,,
1911_census_volume_iii_part_xi_life_tables,49,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,208,boundary_confirmed,True,28 | 29,28 | 29,28 | 29,Page contains the continuation of Table 28 and the start of Table 29. Both are present in the candidate list.,,
1911_census_volume_iii_part_xi_life_tables,51,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,209,boundary_confirmed,True,29 | 30,29 | 30,29 | 30,The page contains the continuation of Table 29 and the start of Table 30. Both are correctly identified.,,
1911_census_volume_iii_part_xi_life_tables,54,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,210,boundary_confirmed,True,31 | 32,31 | 32,31 | 32,The page contains the continuation of Table 31 and the start of Table 32. Both are correctly identified in the candidate set.,,
1911_census_volume_iii_part_xi_life_tables,59,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,211,accept_current_match,True,34 | 35,34 | 35,34 | 35,The page contains the continuation of Table 34 and the start of Table 35. Both are correctly identified in the candidate set.,,
1911_census_volume_iii_part_xi_life_tables,61,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,212,boundary_confirmed,True,35 | 36,35 | 36,35 | 36,The page contains the continuation of Table 35 and the start of Table 36. Both are present in the candidate list.,,
1911_census_volume_iii_part_xi_life_tables,64,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,213,boundary_confirmed,True,37 | 38,37 | 38,37 | 38,The page contains the continuation of Table 37 and the start of Table 38. Both are present in the candidate list.,,
1911_census_volume_iii_part_xi_life_tables,66,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,214,boundary_confirmed,True,38 | 39,38 | 39,38 | 39,Page contains the conclusion of Table 38 and the start of Table 39.,,
